titulo,empresa,data,link
Analista de Compras,Fa Maringá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461139/analista-de-compras/maringa/pr
Gerente de Produção (somente Com Experiência em Confecções),Dondoka,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/392795/gerente-de-producao-somente-com-experiencia-em-confeccoes/maringa/pr
Auxiliar de Departamento Pessoal,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461135/auxiliar-de-departamento-pessoal/maringa/pr
Hamburgueria - Cozinha,Old Is Cool Burger,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461136/hamburgueria-cozinha/maringa/pr
Atendente Padaria  Balconista,Padaria Azaleia,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461132/atendente-padaria-balconista/maringa/pr
Corretor de Imóveis Renumerado,Imobiliaria Mais,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461133/corretor-de-imoveis-renumerado/maringa/pr
Vagas Pcd - (banco de Talentos).,Santa Casa de Misericórdia de Maringá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461131/vagas-pcd-banco-de-talentos/maringa/pr
Representante Comercial,Vicentini Representações,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461130/representante-comercial/paicandu/pr
Gerente de Franchising,Grupo Carmel,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/448799/gerente-de-franchising/maringa/pr
Corretor de Imóveis Com Ajuda de Custo,Bim Arquitetura e Designer,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461129/corretor-de-imoveis-com-ajuda-de-custo/maringa/pr
Consultores de Investimento Consórcio,Imobiliaria Herval,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461122/consultores-de-investimento-consorcio/maringa/pr
Ajudante Geral em Oficina de Radiadores,Radiadores Brasil,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461124/ajudante-geral-em-oficina-de-radiadores/maringa/pr
Assistente de Vendas,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/441136/assistente-de-vendas/maringa/pr
"Auxiliar de Produção - Paiçandu - Salário + Vale Alimentação Totalizam Aproximadamente R$ 2.950,00",Enjoy RH,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461123/auxiliar-de-producao-paicandu-salario-vale-alimentacao-totalizam-aproximadamente-r-295000/maringa/pr
Vendedor(a) Externo de Rastreamento Veicular,Patrimonium Monitoramento 24 horas,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/450863/vendedora-externo-de-rastreamento-veicular/maringa/pr
Auxiliar de Produção,Imprimex Textil,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/302186/auxiliar-de-producao/maringa/pr
Auxiliar de Fundição,Leanlogs Consultoria,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461127/auxiliar-de-fundicao/maringa/pr
Analista de Compras,Leanlogs Consultoria,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461126/analista-de-compras/mandaguacu/pr
Operador de Máquina Desbobinadeira,Qualygraph,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461121/operador-de-maquina-desbobinadeira/maringa/pr
Analista Cadastro de Materiais,Usina Santa Terezinha,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/445603/analista-cadastro-de-materiais/maringa/pr
Auxiliar Técnico,Patrimonium Monitoramento 24 horas,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/430916/auxiliar-tecnico/maringa/pr
Vendedor(a) de Vestuário,D2S Personel Hire,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461114/vendedora-de-vestuario/maringa/pr
Professor(a) Auxiliar,Centro de Educação Infantil Domus Dei,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461106/professora-auxiliar/maringa/pr
Atendente (salário+benefícios: 2.700$),Gior Gelatos,"
                    04/07/2025",
Auxiliar de Cozinha,Agua Doce Cachacaria,"
                    01/07/2025",
Costureira(o) - Retista,Alce,"
                    04/07/2025",
Estágio em Administração de Empresas (recepção),Pés Sem Dor,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/435408/estagio-em-administracao-de-empresas-recepcao/sao-paulo/sp
Profissional de Marcenaria,Albuquerque,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461117/profissional-de-marcenaria/sarandi/pr
Assistente Comercial,Minas Distribuidora de Peças Agricolas,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461111/assistente-comercial/maringa/pr
Empregada Doméstica,Plush Comercio de Papeis ,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461119/empregada-domestica/maringa/pr
Vendedor (a) - Loja de Decoração,Tokyo Utilidades,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461110/vendedor-a-loja-de-decoracao/maringa/pr
Vendedor (a) Interno (vendas),Prospec Brindes,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461116/vendedor-a-interno-vendas/maringa/pr
Auxiliar de Produção - (14:20hr Ás 22:40),Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461113/auxiliar-de-producao-1420hr-As-2240/maringa/pr
Auxiliar de Produção - 06:00 Ás 14:20,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461112/auxiliar-de-producao-0600-As-1420/maringa/pr
Coordenador Assuntos Regulatórios,Superbac Indústria e Comércio de Fertilizantes,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461118/coordenador-assuntos-regulatorios/mandaguari/pr
Montador de Estofados (marceneiro),Rf Sanches,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461115/montador-de-estofados-marceneiro/maringa/pr
Almoxarifado / Entregador,Casa da Saude,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/257605/almoxarifado-entregador/maringa/pr
Aux. de Estoque,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461107/aux-de-estoque/maringa/pr
Auxiliar de Estoque,Vaga Confidencial,"
                    01/07/2025",
Vendedor(a) com Experiência,Maison Tressoldi,"
                    01/07/2025",
Atendente,Ortopedia Brasil,"
                    02/07/2025",
Separador de Mercadorias - Zé Delivery,Distribuidora Virginia,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461108/separador-de-mercadorias-ze-delivery/maringa/pr
Zelador (a)/ Faxineiro (a),Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461068/zelador-a-faxineiro-a/maringa/pr
Padeiro,Super Muffato,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461105/padeiro/maringa/pr
Estágiario de Educação Fisica,Cems Academia,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461104/estagiario-de-educacao-fisica/maringa/pr
Atendente de Cobrança,Maringá Central Cobranças,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461102/atendente-de-cobranca/maringa/pr
Auxiliar de Serviços de Limpeza e Conservação em Edifícios,Premium Administradora ,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461103/auxiliar-de-servicos-de-limpeza-e-conservacao-em-edificios/maringa/pr
Auxiliar de Produção,Fundição Ingá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461087/auxiliar-de-producao/maringa/pr
Operador(a) de Caixa,Mercado Pet Max,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461098/operadora-de-caixa/maringa/pr
Vendedor(a) Apaixonada por Moda,Brechó,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461085/vendedora-apaixonada-por-moda/maringa/pr
Analista Ambiental,Conambe,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/341401/analista-ambiental/maringa/pr
Suporte Técnico Equipe de Vendas,Julio Ando & Cia,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461089/suporte-tecnico-equipe-de-vendas/maringa/pr
Auxiliar de Cozinha,Massas Rivoli,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461093/auxiliar-de-cozinha/maringa/pr
Balconista,Casa dos Parafusos,"
                    30/06/2025",
Arte Finalista,Copiadora Tavares,"
                    01/07/2025",
Vaga Para Profissional de Alta Performance Mercado Financeiro,MGA Capital,"
                    01/07/2025",
Assistente de Atendimento - Noturno,Panvel Farmácias,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/403759/assistente-de-atendimento-noturno/maringa/pr
Auxiliar de Cozinha,Italin House Maringá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/407370/auxiliar-de-cozinha/maringa/pr
Auxiliar de Produção,SBN Etiquetas e Rótulos,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461101/auxiliar-de-producao/maringa/pr
Vendedor,SBN Etiquetas e Rótulos,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461099/vendedor/maringa/pr
Atendente Restaurante,Indiamara Prado,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/455825/atendente-restaurante/maringa/pr
Estágio - Área Administrativa,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461094/estagio-Area-administrativa/maringa/pr
Analista Financeiro,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461100/analista-financeiro/maringa/pr
Analista Financeiro(a),Vaga Confidencial,"
                    03/07/2025",
Auxiliar de Produção,Bx1 Indústria e Comércio de Confecções,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461096/auxiliar-de-producao/maringa/pr
Cuidador de Idosos 12x36 - 07:00 Às 19:00,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461095/cuidador-de-idosos-12x36-0700-As-1900/maringa/pr
Babá Noturno,Principiu's Rh - Gestão de Pessoas,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461090/baba-noturno/maringa/pr
Auxiliar de Padaria - Morangueira,Amigão Supermercados,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461086/auxiliar-de-padaria-morangueira/maringa/pr
Balconista - Atendente Horário 14:50 Ás 21:00,Holandesa Padaria,"
                    05/07/2025",
Repositor Loja Varejo,Vaga Confidencial,"
                    01/07/2025",
Auxiliar/consultor Fiscal,Siscon Contabilidade,"
                    04/07/2025",
Repositor de Mercearia - Morangueira,Amigão Supermercados,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461084/repositor-de-mercearia-morangueira/maringa/pr
Ajudante de Motorista,Rodonaves Transportes,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461083/ajudante-de-motorista/maringa/pr
Atendente de Hospedagem - Auditor Noturno,Vaga Confidencial,"
                    03/07/2025",
Atendente de Hospedagem,Hus Hotel,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/295382/atendente-de-hospedagem/maringa/pr
Açougueiro,V. Guimaraes Martins,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461091/acougueiro/maringa/pr
Motorista de Truck - Cd Paiçandu,Amigão Supermercados,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461082/motorista-de-truck-cd-paicandu/paicandu/pr
Motorista de Coleta e Entrega,Rodonaves Transportes,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461081/motorista-de-coleta-e-entrega/maringa/pr
Motorista Carreteiro,Rodonaves Transportes,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461080/motorista-carreteiro/maringa/pr
Operador Logistico I,Eletroluz Materiais Eletricos,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/443851/operador-logistico-i/maringa/pr
Auxiliar de Produção,Colchões Multiclasse,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461079/auxiliar-de-producao/maringa/pr
Vendas,Wkf Representações,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461066/vendas/maringa/pr
Babá Mensalista,Minha Babá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461064/baba-mensalista/maringa/pr
Auxiliar de Serviços Gerais - Tarde/noite,Medicinal Farmácia,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461078/auxiliar-de-servicos-gerais-tardenoite/maringa/pr
Vendedor,Gaivota Distribuidora ,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461077/vendedor/maringa/pr
Estagio Administrativo,Medicinal Farmácia,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461076/estagio-administrativo/maringa/pr
Repositor(a) de Flv - Morangueira,Amigão Supermercados,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461074/repositora-de-flv-morangueira/maringa/pr
Zelador(a) - Morangueira,Amigão Supermercados,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461073/zeladora-morangueira/maringa/pr
Fiscal de Piso - Almocista 6x1 (11h Ás 19:20),Associação de Lojistas do Avenida Center,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461072/fiscal-de-piso-almocista-6x1-11h-As-1920/maringa/pr
Operador(a) de Caixa - Morangueira,Amigão Supermercados,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461071/operadora-de-caixa-morangueira/maringa/pr
Fiscal de Loja - Morangueira,Amigão Supermercados,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461070/fiscal-de-loja-morangueira/maringa/pr
Promotor(a) de Vendas - Morangueira,Amigão Supermercados,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461069/promotora-de-vendas-morangueira/maringa/pr
Mecanico,Inga Freios,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461067/mecanico/maringa/pr
Assistente de Logística - Apucarana,Gtfoods Group,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461065/assistente-de-logistica-apucarana/apucarana/pr
Vendedor (a),Mulher de Fases Produtos de Beleza,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/445194/vendedor-a/maringa/pr
Mecânico,Guaporé Pneus,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/414912/mecanico/maringa/pr
Contra-se Limpador de Vidros,Stop Limp - Limpeza e Manutenção de Vidros,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/356033/contra-se-limpador-de-vidros/maringa/pr
Repositor de Mercadoria,V. Guimaraes Martins,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/423364/repositor-de-mercadoria/maringa/pr
Repositor Filial Av. Kakogawa,Hipermercados Condor,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461062/repositor-filial-av-kakogawa/maringa/pr
Fiscal de Loja Filial Av. Paraná,Hipermercados Condor,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461061/fiscal-de-loja-filial-av-parana/maringa/pr
Secretariado Area Comercial Telemarkting Vendas,Century 21 Global Soluções Imobiliarias,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461060/secretariado-area-comercial-telemarkting-vendas/maringa/pr
Juridico Bacharel em Direito Pos-graduação - Contrato Ciee - Estagio,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461059/juridico-bacharel-em-direito-pos-graduacao-contrato-ciee-estagio/maringa/pr
Auxiliar de Serviços Gerais - Limpeza,Ciranda Mágica,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461057/auxiliar-de-servicos-gerais-limpeza/maringa/pr
Design Criativo,Pinto & Rodrigueiro,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461058/design-criativo/maringa/pr
Carpinteiro- Oficial,Ciplart,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461056/carpinteiro-oficial/maringa/pr
"Auxiliar Administrativo -de Segunda À Sexta das 13h Às 19h, Sábados das 07h Às 13h.",Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461055/auxiliar-administrativo-de-segunda-A-sexta-das-13h-As-19h-sabados-das-07h-As-13h/maringa/pr
Analista Administrativo,Transpanorama,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461050/analista-administrativo/maringa/pr
Assistente de Pós Vendas,Grupo Raizato,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461051/assistente-de-pos-vendas/maringa/pr
Controlador(a) de Prazo,Cafe Iguatemi,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461054/controladora-de-prazo/maringa/pr
Motorista de Carreta,Rododrive,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461053/motorista-de-carreta/maringa/pr
Servente de Obras,Ciplart,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461052/servente-de-obras/maringa/pr
Analista de Suporte.,PC Help Sistemas,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461049/analista-de-suporte/maringa/pr
Vaga Para Banhista e Finalista,Toca do Bicho,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/404173/vaga-para-banhista-e-finalista/maringa/pr
Atendente Loja de Conveniência,Posto Digos Gastão Vidigal,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461048/atendente-loja-de-conveniencia/maringa/pr
Assitente Administrativo Locação de Imoveis,Toro Imóveis,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461036/assitente-administrativo-locacao-de-imoveis/maringa/pr
Escola de Educação Infantil,Vaga Confidencial,"
                    01/07/2025",
Recepção Para Motel - 12x36,Motel Bentevi,"
                    01/07/2025",
Estoquista -auto Peças,Accioly,"
                    02/07/2025",
Analista de Expedição e Logística,Matrix Serviços Analíticos,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461041/analista-de-expedicao-e-logistica/maringa/pr
Técnica de Enfermagem,Clínica Gastromaringá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461038/tecnica-de-enfermagem/maringa/pr
Entregador / Serv. Gerais,Pontual Embalagens,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461037/entregador-serv-gerais/maringa/pr
Recepção/ Administrativo,Job Soluções,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461040/recepcao-administrativo/maringa/pr
Assistente de Relacionamento,Grupo Raizato,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461042/assistente-de-relacionamento/maringa/pr
Psicóloga Organizacional,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461046/psicologa-organizacional/maringa/pr
Churrasqueiro,Almadena Bar e Restaurante,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461044/churrasqueiro/maringa/pr
Auxiliar de Exames,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461039/auxiliar-de-exames/maringa/pr
Ajudante Geral,Marques Plástico do Brasil,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/433229/ajudante-geral/sarandi/pr
Vendedor(a) Loja,Mks Sportwear,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/335532/vendedora-loja/sarandi/pr
Vendedor(a) de Otica com Experiencia,Oticas Etica,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461035/vendedora-de-otica-com-experiencia/maringa/pr
Carpinteiro,Tecnológica Construções Civis ,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461026/carpinteiro/maringa/pr
Lubrificador/troca de Óleo,Águia Lubrificantes ,"
                    30/06/2025",
Grupo Souza Contabilidade: Contrata - Assistente/analista Contábil,Grupo Souza Contabilidade,"
                    01/07/2025",
Repositor de Mercadoria,V. Guimaraes Martins,"
                    03/07/2025",
Auxiliar Loja,Vaso In Casa Objetos de Decoração e Ateliê Botânico,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461033/auxiliar-loja/maringa/pr
Recepção em Clínica Odontológica,Orthodontic,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/399723/recepcao-em-clinica-odontologica/maringa/pr
Montador de Pallets - Linha de Produção,Pallets Canção,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461025/montador-de-pallets-linha-de-producao/maringa/pr
Encarregado de Hortifruti,Hipermercados Condor,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461027/encarregado-de-hortifruti/maringa/pr
Auxiliar Administrativo - Setor Automotivo,Power House M3,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461028/auxiliar-administrativo-setor-automotivo/sarandi/pr
Vendas Por Whatsapp e Telefone - Seg A Sex,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461024/vendas-por-whatsapp-e-telefone-seg-a-sex/maringa/pr
Auxiliar Administrativo (financeiro),Oxicompany,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461031/auxiliar-administrativo-financeiro/maringa/pr
Motoboy Prestador de Serviços,Equilíbrio Express,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461029/motoboy-prestador-de-servicos/maringa/pr
Analista de Marketing - Institucional,D2S Personel Hire,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461023/analista-de-marketing-institucional/maringa/pr
Zelador(a) Filial Av. Colombo,Hipermercados Condor,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/447366/zeladora-filial-av-colombo/maringa/pr
Fiscal de Caixa Filial Av. Paraná,Hipermercados Condor,"
                    03/07/2025",
Auxiliar de Cozinha,Hus Hotel,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/333266/auxiliar-de-cozinha/maringa/pr
Entregador / Serv. Gerais,Pontual Embalagens,"
                    03/07/2025",
Auxiliar de Cozinha,Almaza Esfihas,"
                    30/06/2025",
Grupo Souza Contabilidade: Contrata - Assistente de Tesouraria Financeira,Grupo Souza Contabilidade,"
                    01/07/2025",
Vendedor (a),Decathlon,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/332892/vendedor-a/maringa/pr
Atendente Sorveteria,Sorveteria Higienopolis,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461017/atendente-sorveteria/maringa/pr
Analista de Marketing Sênior,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461020/analista-de-marketing-senior/maringa/pr
Operador de Caixa,Impacto Prime Centro Automotivo,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/272367/operador-de-caixa/maringa/pr
Atendimento Ao Cliente - Home Office,Fa Maringá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461022/atendimento-ao-cliente-home-office/maringa/pr
Atendimento Ao Cliente - Sac,Fa Maringá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461019/atendimento-ao-cliente-sac/maringa/pr
Zelador(a)-segunda À Sexta: 12he30m Às 21he30m e Sábados das 15h Às 19h,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461018/zeladora-segunda-A-sexta-12he30m-As-21he30m-e-sabados-das-15h-As-19h/maringa/pr
Tapeceiro,Fa Maringá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/449907/tapeceiro/maringa/pr
Auxiliar de Produção - Indústria de Grãos,Ks Excellence Serviços,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461015/auxiliar-de-producao-industria-de-graos/maringa/pr
Contrata-se Auxiliar  Mecânico - Hidraulica,Hidronil Equipamentos Hidraulicos ,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461016/contrata-se-auxiliar-mecanico-hidraulica/sarandi/pr
Assistente de Almoxarifado,Vma Manutenção,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461014/assistente-de-almoxarifado/maringa/pr
Contrata-se  Mecânico Área Hidráulica,Hidronil Equipamentos Hidraulicos ,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461013/contrata-se-mecanico-Area-hidraulica/sarandi/pr
Atendente de Pizzaria - Horário Noturno das 16h30 Às 23h59,Pizza da Mafia,"
                    02/07/2025",
Comprador(a),Casa dos Uniformes,"
                    03/07/2025",
Vendedor de Consórcio,Imobiliaria Herval,"
                    04/07/2025",
Costureira(o) Piloteira,Grdf Desenvolvimento,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/448089/costureirao-piloteira/maringa/pr
Contrata - Analista Fiscal,Escomar Contabilidade ,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/446897/contrata-analista-fiscal/maringa/pr
Costureiro(a),People2u,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461008/costureiroa/maringa/pr
Operador de Caldeira,Vaga Confidencial,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461009/operador-de-caldeira/maringa/pr
"Professores - Educação Infantil, Início Imediato",Centro de Educação Infantil Moriah,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461007/professores-educacao-infantil-inicio-imediato/maringa/pr
Vendas - Comercial,Locar Mais,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461002/vendas-comercial/maringa/pr
Auxiliar de Metalúrgico,Super Massa,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/461000/auxiliar-de-metalurgico/marialva/pr
Empregada Domestica - Avenida Carlos Borges,Principiu's Rh - Gestão de Pessoas,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460999/empregada-domestica-avenida-carlos-borges/maringa/pr
Cronoalista - Confecção Paiçandu,Principiu's Rh - Gestão de Pessoas,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460997/cronoalista-confeccao-paicandu/paicandu/pr
Vendedor(a)- Jardim Atami/ Ótimos Benefícios,Enjoy RH,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460986/vendedora-jardim-atami-Otimos-beneficios/maringa/pr
Estágio em Gestão da Qualidade,Enjoy RH,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460995/estagio-em-gestao-da-qualidade/maringa/pr
Auxiliar Administrativo - Compras,Acqua Gelata,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460994/auxiliar-administrativo-compras/paicandu/pr
Auxiliar de Almoxarifado,Sma Metalurgica,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460992/auxiliar-de-almoxarifado/maringa/pr
Auxiliar de Pcp,Teclaser,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460990/auxiliar-de-pcp/maringa/pr
Estágio Para Arquitetura/engenharia Civil - Zona 4,Enjoy RH,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460987/estagio-para-arquiteturaengenharia-civil-zona-4/maringa/pr
Professor(a) de Educação Infantil,Centro de Educação Infantil Primeiros Passos,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/417775/professora-de-educacao-infantil/maringa/pr
Gerente Para Food Truck - Inicio Imediato,Ice Churros,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460991/gerente-para-food-truck-inicio-imediato/maringa/pr
Auxiliar de Expedição.,Box Ingá,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/414575/auxiliar-de-expedicao/maringa/pr
Auxiliar de Expedição - Fabrica,Gatas Acessorios,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/384927/auxiliar-de-expedicao-fabrica/paicandu/pr
Auxiliar de Entrega,Ostellato Movelaria,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460984/auxiliar-de-entrega/maringa/pr
Agente de Crédito /credito Consignado,PB Consignado,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460981/agente-de-credito-credito-consignado/maringa/pr
Vendedor(a) Externo - Ramo de Piscinas,Enjoy RH,"
                    03/07/2025",https://empregos.maringa.com/vaga-emprego/460980/vendedora-externo-ramo-de-piscinas/maringa/pr
